nombre,nombre_corto,rol,dialogo,num_debate
JOSÉ ANTONIO MEADE,Meade,Candidato,"Yo insisto, son tres temas en los que tenemos que trabajar para recuperar tu seguridad. Primero, toda la parte de prevención, esto implica reconstruir nuestras comunidades. Segundo, la parte de presencia, Fuerzas Armadas, policías, evitar que llegue el dinero y el efectivo, y lo tercero, y la más importante es investigar. La gente está cansada de que México no pasa nada cuando falta más violencia, y eso quiere decir que si queremos ser exitosos tenemos que fortalecer la investigación para que haya consecuencias cuando enfrentamos violencia.Si eso no lo hacemos caemos en la paradoja de Andrés Manuel, el suponer que si no hay consecuencias y si no metemos a los delincuentes a la cárcel, o peor aún, si lo sacamos de la cárcel para que regresen a tu comunidad y que vuelvan a hacer daño, ese no es el camino. Los criminales tienen que estar en la cárcel, y aliarse con los criminales, es señal de una voracidad y de una ambición por ganar, que hoy nos preocupa y nos preocupa a todos.",1
SERGIO SARMIENTO,NA,Moderador,Jaime Rodríguez Calderón.,1
JAIME RODRÍGUEZ CALDERÓN,El Bronco,Candidato,"Efectivamente creo que el tema de una propuesta de bajar los índices delictivos estriba en esa generación que no tiene oportunidad, en Nuevo León nosotros hicimos y eso en todo el país, todas las prepare las nuevas, las preparaciones que abriremos serán militarizadas, es decir, el Ejército irá a dar clases y eso nos está dando resultados en Nuevo León, hemos bajado el índice y los muchachos están muy contentos, ya tendré oportunidad de platicarlo.Pero aquí sí es, Margarita se ha puesto defender su marido, con toda razón, lo tiene qué hacer, pero ella no gobernó. Margarita, yo no lo defiendas, déjalo, eres hoy candidata independiente y eso es bueno, creo que tenemos que trabajar mucho tú y yo en ese sentido de convencer al ciudadano que no tiene partido. Quienes han generado la violencia y la maldad es la corrupción de quienes hoy gobiernan, y los que gobiernan son parte de los partidos políticos y eso es importante que lo tengamos muy presente.",1
SERGIO SARMIENTO,NA,Moderador,"Gracias, Margarita Zavala.",1
MARGARITA ZAVALA,Zavala,Candidato,"Bueno, en primer lugar yo voy a defender todo lo que se haya hecho bien en el país viniendo de quien venga, pero particularmente en seguridad, una de las propuestas que he visto y que hemos visto que funcionan es la intervención de toda, de todo el gobierno por ciudades. Vi a Tijuana cambiar, y a Monterrey cambiar, vi a Ciudad Juárez cambiar, los vi reducir sus niveles de violencia, ¿por qué? Porque hubo presencia del Estado, porque participó la sociedad, el gobierno y la fuerza pública, porque se fueron los delincuentes a la cárcel. Sí, tenemos que intervenir con valentía, con valores, porque intervino también las escuelas, las universidades y la sociedad civil, lo podemos hacer.",1
SERGIO SARMIENTO,NA,Moderador,Ricardo Anaya.,1
RICARDO ANAYA,Anaya,Candidato,"Andrés Manuel propone una amnistía, pueden consultar esta página de Internet, ahí pueden ver los videos donde él con toda claridad plantean la amnistía, está en el punto 10 de su plan de seguridad, aunque ahorita quiera cambiar las versiones. Yo quiero advertir primero en Colombia, hace 25 años eso se intentó y se disparó la violencia; se planteó lo mismo en El Salvador, vean lo que ocurrió, se fueron a 108 homicidios por cada 100 mil habitantes, para que nos demos una idea, hoy tenemos 20, es decir, cinco veces más de lo que tenemos en el país. Plantear el perdón a los criminales es una locura que generaría enorme violencia en el país.",1
SERGIO SARMIENTO,NA,Moderador,Jaime Rodríguez Calderón.,1
JAIME RODRÍGUEZ CALDERÓN,El Bronco,Candidato,"Hacer una pregunta, Andrés, te hemos estado diciendo ahorita todo lo de la amnistía, ya di si sí o si no, sí la propusiste, no la propusiste, estás de acuerdo en ella, y explícanos cómo, porque finalmente estamos confundiendo al elector y al ciudadano mexicano, y así como eres directo, contéstanosla, creo que vale la pena, no.",1
SERGIO SARMIENTO,NA,Moderador,"Andrés Manuel, quiere contestar por alusiones personales.",1
ANDRÉS MANUEL LÓPEZ OBRADOR,López Obrador,Candidato,"Sí, nada más insistir que el problema nacional de la violencia se originó por la falta de crecimiento económico, de empleo y de bienestar, y que no se puede enfrentar la violencia con la violencia, no se puede apagar el fuego con el fuego, eso es lo que está demostrado con esa estrategia fallida, el mal hay que enfrentarlo haciendo el bien, tiene que haber crecimiento, tiene que haber empleo, se tiene que atender a los jóvenes, que se les ha dado la espalda, que no tienen oportunidad ni de estudio ni de trabajo.Y acerca de la amnistía yo tengo, repito, no quiero presumir, una experiencia exitosa cuando fui jefe de gobierno, porque reduje la incidencia delictiva, y creo que tenemos que hacer todo para garantizar la paz y repito, para que quede claro…",1
SERGIO SARMIENTO,NA,Moderador,"Es un minuto, Andrés, pero podemos regresar después, pero nos quedamos con eso de amnistía en la cabeza, podemos regresar. Ricardo Anaya, su turno.",1
RICARDO ANAYA,Anaya,Candidato,"Andrés Manuel, y aquí pueden corroborar lo que él va a decir, amnistía perdonar a los criminales sí o no, responde sin rodeos.",1
SERGIO SARMIENTO,NA,Moderador,Andrés Manuel.,1
RICARDO ANAYA,Anaya,Candidato,"Se trata de que nos reunamos a partir de que vamos a triunfar el día primero de julio y vamos a convocar a personalidades que conocen de la materia, que nos van a ayudar para elaborar conjuntamente un plan y no descartar ninguna opción, ninguna alternativa, y desde luego todos están aquí contra mí, echándome montón. Miren.",1
SERGIO SARMIENTO,NA,Moderador,"Jaime Rodríguez Calderón y después José Antonio Meade, adelante.",1
JAIME RODRÍGUEZ CALDERÓN,El Bronco,Candidato,"No es montón, Andrés, es que dices cada barbaridad, y bueno, a los que dicen barbaridades siempre hay que cuestionarlos, ¿podrás también convocar a los narcos, también los vas a convocar?",1
SERGIO SARMIENTO,NA,Moderador,"Tiempo, Jaime Rodríguez Calderón, José Antonio Meade, adelante.",1
JOSÉ ANTONIO MEADE,Meade,Candidato,"A ver, Andrés Manuel, no hay duda que estás haciendo equipo con los malos, no hay duda que se está sumando a los que están lastimando a la sociedad, y a ellos hay que enfrentarlos, ellos tienen que estar en la cárcel, y te recuerdo, en la Ciudad de México cuando tú gobernabas, el 86% de la ciudadanía se sentía inseguro, cuatro de cada 10 robos de vehículo en el país eran en la ciudad, cuatro de cada 10 secuestros eran en la ciudad. Tu gestión en la ciudad fue un desastre…",1
SERGIO SARMIENTO,NA,Moderador,"José Antonio Meade, se le acabó el tiempo y ya es todo el tiempo que tenía, solamente tienen tiempo Margarita Zavala y Ricardo Anaya, ¿alguien quiere empezar?",1
SERGIO SARMIENTO,NA,Moderador,Ricardo Anaya.,1
RICARDO ANAYA,Anaya,Candidato,"Que quede constancia, le hice una pregunta concreta a Andrés Manuel y no quiso contestar, porque engaña a la gente, a cada público le dice lo que quiere oír y como hoy tiene a todos los públicos reunidos no sabe qué decir, gracias.",1
SERGIO SARMIENTO,NA,Moderador,"Gracias candidato, candidata Margarita Zavala.",1
MARGARITA ZAVALA,Zavala,Candidato,"Sí, son definiciones y son realmente diferencias de fondo, yo digo que no a la amnistía por respeto a la ley, que es el bien, por respeto a tu seguridad, que es el bien, por respeto a las víctimas, por eso digo no a la amnistía. Y claro que se combate el mal y se combate con el bien, sí, con la presencia del Estado, con todos integralmente, porque no vamos a tener un México en paz si no lo tenemos seguro, si tú no tiene seguros a tus hijos, a tus padres, a tus amigos.",1
SERGIO SARMIENTO,NA,Moderador,"Gracias candidatos, con esto cerramos el segmento dos y la discusión sobre seguridad pública y violencia. Denise, adelante.",1
DENISE MAERKER,NA,Moderador,"Gracias, Sergio. Vamos con el bloque dos: combate a la corrupción e impunidad. En el primer segmento se hace una pregunta inicial para todos los candidatos.Que la corrupción mata, que la corrupción frena el crecimiento, que fomenta el crecimiento de la inseguridad y la violencia, que destruye la confianza en las instituciones, que agudiza la desigualdad -retomo frases que han dicho todos ustedes- y sin embargo a pesar de que pertenecen o pertenecieron a los partidos que nos han gobernado local y nacionalmente, cada vez nos percibimos y se nos percibe como un país más corrupto. Es uno de los principales reclamos de la ciudadanía y la pregunta es: ¿Qué proponen para combatir la corrupción y que tenga un efecto concreto en el corto plazo?Iniciamos con el candidato José Antonio Meade, candidato con esta pregunta general adelante.",1
JOSÉ ANTONIO MEADE,Meade,Candidato,"Gracias Denise. Lo que más nos indigna como sociedad es la corrupción, y nos indigna todavía más que no se castigue. En mi familia me educaron en valores, no basta con hablar de honestidad, hay que ser honesto y demostrarlo.En mi gobierno no habrá ni estafas maestras, ni moches, ni ligas, ni escándalos ni naves industriales. Propongo para acabar con la impunidad cuatro cosas:Primero, seré un presidente sin fuero punto, el Ministerio Público será autónomo, no más ministerios públicos de consigna. Dos, la siete de siete será obligatoria. No declarar el patrimonio, comprobarlo. Tres, el SAT, a la Secretaría de Hacienda y el INE tendrán que ser parte del Sistema Nacional Anticorrupción. Cuatro, habrá total transparencia y contratos abiertos. Yo reitero: no tengo componendas con ninguna persona, mi único compromiso es contigo.",1
DENISE MAERKER,NA,Moderador,"Candidato, lo ha dicho, ha sido Secretario de Relaciones Exteriores, de Hacienda en dos ocasiones y de Desarrollo Social y estamos hablando de esta corrupción sistémica. ¿Se puede ser un político limpio –y sin ponerlo en duda –impoluto, en medio de un lodazal?",1
JOSÉ ANTONIO MEADE,Meade,Candidato,"Se puede y hay muchos, hay millones de servidores públicos que se levantan todos los días pensando cómo ayudarle al país. Y además se puede acreditar esa limpieza, y no es difícil, basta con declarar el patrimonio y comprobarlo. Yo aquí he hecho una invitación a que se presente la `7 de 7`. ¿Qué quiere decir y por qué no la han presentado? La `7 de 7` implica que el patrimonio que declaré coincida con la realidad. Andrés no lo ha presentado porque su `3 de 3` no refleja tres departamentos que sí están en el Registro Público de la Propiedad. Y Ricardo no lo ha presentado porque su estilo de vida supera lo que reveló en la `3 de 3`.",1
DENISE MAERKER,NA,Moderador,"¿Qué ocurrió mal? ¿Qué se hizo mal en este gobierno del que usted formó parte tan centralmente, como lo decíamos, en tres secretarías, cuando la corrupción pasó a ser uno de los principales reclamos de la ciudadanía y eso sale en cualquier encuesta que consultemos?",1
JOSÉ ANTONIO MEADE,Meade,Candidato,"Cada vez que en el país hay algo que está funcionando mal, tenemos que revisar qué instrumentos tenemos que darles a las instituciones para que funcionen mejor?",1
DENISE MAERKER,NA,Moderador,¿Y qué no se hizo?,1
JOSÉ ANTONIO MEADE,Meade,Candidato,"Primero, seguimos en el mundo de la Declaración Patrimonial y no de la congruencia. Eso se puede corregir, no es difícil revisar qué se declaró con evidencia pública de la riqueza. Segundo, los ministerios públicos tienen que ser autónomos. Y autónomos quiere decir que puedan llamar a cuentas a quien sea. Yo he planteado ser un Presidente sin fuero y que el Ministerio Público tenga la capacidad de mandarme llamar a mí. Tercero, y muy importante, Hacienda, el SAT, el propio INE tienen que estar metidos en el combate a la corrupción, eso no se ha hecho. Y todos los contratos tienen que ser transparentes. Eso se hizo un mes antes de que yo saliera de la Secretaría de Hacienda.",1
DENISE MAERKER,NA,Moderador,"Bueno, gracias, tiempo, gracias. Azucena.",1
AZUCENA URESTI,NA,Moderador,"Gracias, Denise. Candidato Jaime Rodríguez Calderón, pregunta general, ¿qué propone para combatir la corrupción y que tenga un efecto concreto en el corto plazo?",1
JAIME RODRÍGUEZ CALDERÓN,El Bronco,Candidato,": Primero, que gobierne un Presidente independiente y que los diputados que van a ser de Andrés, de Anaya, de Meade y de Margarita puedan ser autónomos y que no dependan del Congreso para que también puedan aprobar esta iniciativa. Un Fiscal autónomo; pero electo por la sociedad, no decidido por los partidos. Hoy no se han puesto de acuerdo, ahorita lo dije, porque por eso no tenemos un Fiscal autónomo en este momento. Tenemos que mocharle la mano al que robe, así de simple. Yo presentaré una iniciativa al Congreso, a ver si los diputados de ellos se atreven a aprobarla. Necesitamos mocharle la mano al que robe en el servicio público. Eso no es malo, países que han salido de esa corrupción lo han hecho. La única forma de lograrlo es poniendo ejemplos. Yo creo que esto es una parte importante, tenemos que ir más allá de lo que ya hicimos.",1
